product_id,product_name,category,subcategory,brand,base_price,cost_price,stock_quantity,rating,num_reviews,is_active,added_date
46,Dell Laptops Model-320,Electronics,Laptops,Dell,2371.04,1449.79,4628,2.7,1078,TRUE,6/24/2021
47,Dell Laptops Model-805,Electronics,Laptops,Dell,4595.6,2666.16,1212,5,2839,TRUE,5/12/2025
48,Xiaomi Laptops Model-783,Electronics,Laptops,Xiaomi,1582.14,1069.57,2357,4.5,690,TRUE,9/23/2023
49,Sony Laptops Model-134,Electronics,Laptops,Sony,4915.29,3194.79,3207,4.6,2664,TRUE,7/7/2019
50,Samsung Laptops Model-954,Electronics,Laptops,Samsung,3588.54,1706.09,3226,3.1,1766,FALSE,12/29/2021
51,Huawei Laptops Model-943,Electronics,Laptops,Huawei,1262.39,565.69,4615,4.5,3427,TRUE,11/1/2021
52,Sony Laptops Model-878,Electronics,Laptops,Sony,789.99,548.39,61,4.1,3796,TRUE,11/7/2020
53,Dell Laptops Model-612,Electronics,Laptops,Dell,1995.89,941.45,1287,3.7,384,FALSE,2/11/2025
54,Xiaomi Laptops Model-208,Electronics,Laptops,Xiaomi,3346.58,1395.24,1788,3,3048,TRUE,6/11/2019
55,Samsung Laptops Model-144,Electronics,Laptops,Samsung,227.55,152.43,3465,3,1151,TRUE,10/8/2024
56,HP Laptops Model-587,Electronics,Laptops,Hp,3230.49,2195.27,2709,3.2,3028,FALSE,5/8/2020
57,Dell Laptops Model-773,Electronics,Laptops,Dell,836.84,412.33,3788,4.1,1976,TRUE,1/28/2022
58,HP Laptops Model-325,Electronics,Laptops,Hp,3192.23,1452.92,2351,4.6,2897,FALSE,12/4/2024
59,Huawei Laptops Model-889,Electronics,Laptops,Huawei,4691.99,1968.37,2430,4.4,1644,TRUE,5/10/2020
60,Dell Laptops Model-308,Electronics,Laptops,Dell,1569.92,775.66,556,4.5,4216,TRUE,3/19/2020
61,Dell Laptops Model-790,Electronics,Laptops,Dell,1985.46,1024.46,4639,3.4,4750,FALSE,9/2/2022
62,HP Laptops Model-904,Electronics,Laptops,Hp,72.91,49.47,1873,4.3,3667,TRUE,9/20/2020
63,Sony Laptops Model-504,Electronics,Laptops,Sony,2851.15,1770.65,4225,3.1,1144,TRUE,2/5/2019
64,Sony Tablets Model-230,Electronics,Tablets,Sony,928.22,462.09,2175,3.3,3931,TRUE,3/21/2021
65,Dell Tablets Model-335,Electronics,Tablets,Dell,3209.46,1750.44,3385,2.6,574,TRUE,8/12/2020
66,HP Tablets Model-158,Electronics,Tablets,Hp,1541.36,702.03,3865,2.6,634,TRUE,6/16/2024
67,Sony Tablets Model-672,Electronics,Tablets,Sony,902.9,399.82,132,4,1640,TRUE,2/27/2026
68,Sony Tablets Model-787,Electronics,Tablets,Sony,1563.87,714.78,1251,2.9,3025,TRUE,12/23/2019
69,Huawei Tablets Model-236,Electronics,Tablets,Huawei,2843.15,1612.34,209,3.7,3543,TRUE,3/22/2021
70,Canon Tablets Model-658,Electronics,Tablets,Canon,281.63,152.18,1740,4.1,2408,FALSE,7/9/2023
71,Dell Tablets Model-124,Electronics,Tablets,Dell,3438.32,1427.21,3590,3.8,2545,TRUE,6/24/2023
72,HP Tablets Model-486,Electronics,Tablets,Hp,4902.9,2854.81,4603,3.1,39,TRUE,5/11/2021
73,Lenovo Tablets Model-262,Electronics,Tablets,Lenovo,2048.29,1359.32,2916,4.8,134,TRUE,10/5/2022
74,Canon Tablets Model-906,Electronics,Tablets,Canon,912.03,538.06,1353,3.9,1510,FALSE,4/7/2023
75,Canon Tablets Model-249,Electronics,Tablets,Canon,3756.4,1740.02,1169,3.3,1301,FALSE,9/30/2021
76,Huawei Tablets Model-522,Electronics,Tablets,Huawei,3592.02,2430.16,4962,4.3,3879,TRUE,1/12/2022
77,Dell Tablets Model-899,Electronics,Tablets,Dell,892.41,536.87,1973,3.1,2059,FALSE,9/1/2023
78,HP Tablets Model-461,Electronics,Tablets,Hp,535.72,230.38,2443,4,3164,TRUE,2/17/2025
79,Samsung Tablets Model-990,Electronics,Tablets,Samsung,4901.8,2715.4,1382,3.8,4496,FALSE,10/30/2024
80,Lenovo Tablets Model-730,Electronics,Tablets,Lenovo,4779.09,3298,2226,4.9,4948,TRUE,3/19/2019
81,LG Tablets Model-915,Electronics,Tablets,Lg,3404.1,2137,2950,2.7,3499,TRUE,9/5/2023
82,Apple Tablets Model-406,Electronics,Tablets,Apple,1155.44,556.83,4599,4.9,1866,TRUE,2/20/2020
83,Lenovo Tablets Model-128,Electronics,Tablets,Lenovo,1245.39,543.48,4745,4.4,2194,FALSE,9/20/2023
84,Canon Tablets Model-238,Electronics,Tablets,Canon,349.9,207.71,1666,3.7,4045,TRUE,1/31/2026
85,Canon Tablets Model-102,Electronics,Tablets,Canon,2759.66,1179.25,1292,2.9,227,TRUE,4/29/2023
86,LG Tablets Model-882,Electronics,Tablets,Lg,488.04,248.96,254,2.5,1255,TRUE,7/3/2025
87,Apple Tablets Model-321,Electronics,Tablets,Apple,1825.42,770.25,1596,3.1,3235,TRUE,9/30/2019
88,Huawei Tablets Model-707,Electronics,Tablets,Huawei,3842.44,2174.8,651,2.9,372,TRUE,9/28/2021
89,Apple Tablets Model-536,Electronics,Tablets,Apple,2750.83,1499.67,286,4.6,1498,TRUE,10/11/2025
90,Samsung Tablets Model-350,Electronics,Tablets,Samsung,4488.85,1927.09,3739,3.7,2623,FALSE,6/14/2025
91,Samsung Tablets Model-105,Electronics,Tablets,Samsung,48.93,29.71,4766,4.1,648,FALSE,3/21/2023
92,Xiaomi Tablets Model-317,Electronics,Tablets,Xiaomi,4216.05,2724.61,1426,4.8,2530,TRUE,11/19/2021
93,LG Tablets Model-622,Electronics,Tablets,Lg,3922.95,2639.76,3940,2.8,595,TRUE,3/12/2022
94,Dell Tablets Model-733,Electronics,Tablets,Dell,1529.18,664.55,3810,4.9,479,FALSE,2/14/2019
95,Sony Tablets Model-645,Electronics,Tablets,Sony,2418.34,1669.16,271,4.6,436,TRUE,12/27/2025
96,Lenovo Headphones Model-990,Electronics,Headphones,Lenovo,58.25,32.83,1655,3.2,4652,TRUE,1/2/2021
97,LG Headphones Model-489,Electronics,Headphones,Lg,846.98,508.03,103,2.6,4917,TRUE,12/29/2020
98,Huawei Headphones Model-659,Electronics,Headphones,Huawei,3492.49,1641.58,2869,3,3693,FALSE,10/18/2020
99,Xiaomi Headphones Model-989,Electronics,Headphones,Xiaomi,746.3,308.13,1343,2.7,915,TRUE,11/24/2023
100,Dell Headphones Model-842,Electronics,Headphones,Dell,2824.36,1375.58,4334,4.9,1762,TRUE,5/2/2023
101,Dell Headphones Model-203,Electronics,Headphones,Dell,3401.37,2125.14,683,3.5,4141,TRUE,4/7/2020
102,HP Headphones Model-579,Electronics,Headphones,Hp,4936.21,3151.27,4399,3.5,1111,TRUE,1/5/2021
103,Xiaomi Headphones Model-293,Electronics,Headphones,Xiaomi,488.29,269.62,2101,4.4,3541,FALSE,8/15/2021
104,Samsung Headphones Model-141,Electronics,Headphones,Samsung,861.45,503.47,2448,2.7,2768,TRUE,3/9/2026
105,Samsung Headphones Model-789,Electronics,Headphones,Samsung,1421.74,573.78,1616,2.7,4275,TRUE,11/1/2019
106,Samsung Headphones Model-128,Electronics,Headphones,Samsung,3327.07,1777.35,2619,2.5,2125,TRUE,11/1/2020
107,Lenovo Headphones Model-601,Electronics,Headphones,Lenovo,1463.15,781.29,1906,4.5,4130,TRUE,11/22/2023
108,Dell Headphones Model-150,Electronics,Headphones,Dell,3053.76,1893.79,4580,4.1,1861,TRUE,4/18/2026
109,Dell Headphones Model-775,Electronics,Headphones,Dell,1969.59,961.62,330,3.3,4177,TRUE,8/11/2022
110,Xiaomi Headphones Model-107,Electronics,Headphones,Xiaomi,3592.25,1527.65,1338,3.6,3723,FALSE,9/19/2021
111,Sony Headphones Model-678,Electronics,Headphones,Sony,2747,1120.06,4482,4.8,1068,TRUE,1/18/2023
112,Apple Headphones Model-261,Electronics,Headphones,Apple,459.05,192.33,1583,3.1,3499,TRUE,4/20/2023
113,Lenovo Headphones Model-732,Electronics,Headphones,Lenovo,164.86,95.45,2980,2.6,2480,TRUE,7/2/2023
114,Xiaomi Headphones Model-790,Electronics,Headphones,Xiaomi,330.44,178.67,2237,4.6,3888,TRUE,12/30/2019
115,Dell Headphones Model-502,Electronics,Headphones,Dell,254.63,122.59,2880,4.8,3603,FALSE,9/20/2024
116,Lenovo Headphones Model-299,Electronics,Headphones,Lenovo,2033.64,1198.27,733,2.9,2085,TRUE,1/9/2024
117,Canon Headphones Model-749,Electronics,Headphones,Canon,135.95,66.52,657,4.9,4443,TRUE,6/23/2025
118,Samsung Headphones Model-202,Electronics,Headphones,Samsung,4570.43,3194.91,2247,4.6,2746,FALSE,8/9/2024
119,HP Headphones Model-526,Electronics,Headphones,Hp,2328.96,1561.89,4787,4.7,1058,TRUE,5/1/2025
120,HP Headphones Model-198,Electronics,Headphones,Hp,3691.59,2012.59,4655,2.9,774,FALSE,9/26/2023
121,Huawei Headphones Model-594,Electronics,Headphones,Huawei,1662.22,1098.73,3823,4.4,328,TRUE,9/16/2020
122,LG Headphones Model-357,Electronics,Headphones,Lg,2780.04,1699.14,2867,4.9,2501,FALSE,8/29/2024
123,Sony Headphones Model-772,Electronics,Headphones,Sony,2207.74,973.16,1553,4.3,485,TRUE,2/18/2026
124,Canon Headphones Model-286,Electronics,Headphones,Canon,3225.22,1804.95,4293,3.9,3885,TRUE,1/17/2023
125,Lenovo Headphones Model-569,Electronics,Headphones,Lenovo,2499.27,1717.48,4978,4.7,1557,TRUE,1/18/2026
126,Xiaomi Cameras Model-800,Electronics,Cameras,Xiaomi,3505.93,2061.85,1338,4.3,2088,TRUE,11/13/2025
127,LG Cameras Model-510,Electronics,Cameras,Lg,2880.88,1727.93,1601,4.3,4329,TRUE,4/23/2023
128,Huawei Cameras Model-372,Electronics,Cameras,Huawei,2673.24,1177.82,3726,3.1,4564,TRUE,7/31/2022
129,HP Cameras Model-455,Electronics,Cameras,Hp,3982.36,1749.3,1964,4,4530,FALSE,2/3/2024
130,HP Cameras Model-259,Electronics,Cameras,Hp,838.45,454.44,2731,4.9,1849,TRUE,6/30/2022
131,Samsung Cameras Model-745,Electronics,Cameras,Samsung,4695.99,2101.04,854,3.5,1592,TRUE,1/11/2022
132,Samsung Cameras Model-807,Electronics,Cameras,Samsung,592.29,392.84,752,3.4,1607,TRUE,11/7/2022
133,Sony Cameras Model-525,Electronics,Cameras,Sony,4861.74,2253.58,1403,4.5,4326,FALSE,1/15/2021
134,LG Cameras Model-570,Electronics,Cameras,Lg,982.84,402.62,2260,3.2,2974,TRUE,4/26/2026
135,Huawei Cameras Model-992,Electronics,Cameras,Huawei,1024.9,499.27,1206,2.7,862,FALSE,10/22/2022
136,Huawei Cameras Model-371,Electronics,Cameras,Huawei,4448.15,2170.29,4650,3.3,2366,TRUE,11/28/2019
137,Lenovo Cameras Model-406,Electronics,Cameras,Lenovo,2662.08,1208.29,2459,3.4,4142,TRUE,2/12/2023
138,Apple Cameras Model-213,Electronics,Cameras,Apple,815.49,356.29,3341,3.2,4023,TRUE,10/27/2021
139,HP Cameras Model-700,Electronics,Cameras,Hp,1448.48,838.48,4105,5,1421,TRUE,12/12/2023
140,LG Cameras Model-767,Electronics,Cameras,Lg,1622.81,1090.89,4327,4.7,3069,TRUE,1/15/2023
141,LG Cameras Model-162,Electronics,Cameras,Lg,4271.8,2304.27,976,3.2,616,TRUE,2/12/2022
142,Dell Cameras Model-281,Electronics,Cameras,Dell,4418.38,2983.38,1921,2.6,3813,TRUE,12/1/2021
143,Xiaomi Cameras Model-178,Electronics,Cameras,Xiaomi,3703.35,1509.91,4121,2.7,2056,FALSE,5/13/2022
144,LG Cameras Model-647,Electronics,Cameras,Lg,3716.5,2200.12,3145,4.8,2527,TRUE,7/14/2019
145,Apple Cameras Model-747,Electronics,Cameras,Apple,4605.37,2416.57,3487,3.6,4836,FALSE,4/12/2020
146,Samsung Cameras Model-985,Electronics,Cameras,Samsung,1894.32,1095.83,3385,3.1,3652,TRUE,10/22/2025
147,Apple Cameras Model-250,Electronics,Cameras,Apple,4405.95,2818.46,523,3.8,4022,TRUE,4/30/2023
148,Xiaomi Cameras Model-179,Electronics,Cameras,Xiaomi,54.68,35.81,2181,3.6,2867,TRUE,2/24/2020
149,Apple Cameras Model-426,Electronics,Cameras,Apple,4502.96,1804.19,1564,2.7,361,TRUE,11/7/2021
150,Samsung Cameras Model-592,Electronics,Cameras,Samsung,944.36,424.51,4432,3.5,4189,TRUE,3/1/2026
151,Sony Cameras Model-276,Electronics,Cameras,Sony,572.97,239.52,3203,4.7,2164,TRUE,7/31/2020
152,Xiaomi Cameras Model-573,Electronics,Cameras,Xiaomi,193.06,113.05,3118,4,3708,TRUE,11/2/2020
153,Samsung Cameras Model-762,Electronics,Cameras,Samsung,4657.86,1957.39,694,3.2,2209,TRUE,11/20/2021
154,HP Cameras Model-587,Electronics,Cameras,Hp,79.06,36.91,4000,2.9,4368,FALSE,10/5/2019
155,Xiaomi Cameras Model-273,Electronics,Cameras,Xiaomi,2898.29,1610.42,2638,4.3,4912,TRUE,2/15/2024
156,Xiaomi Cameras Model-814,Electronics,Cameras,Xiaomi,3301.89,1753.45,4012,4.3,4987,TRUE,8/26/2025
157,LG Cameras Model-421,Electronics,Cameras,Lg,153.29,84.26,4708,3.7,4921,TRUE,5/17/2023
158,HP Smart Watches Model-419,Electronics,Smart Watches,Hp,89.19,54.94,816,2.6,4805,TRUE,10/15/2025
159,Huawei Smart Watches Model-648,Electronics,Smart Watches,Huawei,3651.52,1573.85,36,4.4,1883,TRUE,8/26/2021
160,Xiaomi Smart Watches Model-544,Electronics,Smart Watches,Xiaomi,4865.69,3029.49,1092,3.8,4518,FALSE,12/10/2025
161,HP Smart Watches Model-115,Electronics,Smart Watches,Hp,2133.42,1400.33,3433,3,2517,FALSE,5/28/2023
162,Samsung Smart Watches Model-434,Electronics,Smart Watches,Samsung,4534.7,2963.78,1404,2.7,725,TRUE,6/14/2020
163,HP Smart Watches Model-240,Electronics,Smart Watches,Hp,834.32,428.76,2340,4.8,4312,TRUE,6/19/2020
164,Huawei Smart Watches Model-400,Electronics,Smart Watches,Huawei,1732.71,724.73,2859,5,4968,TRUE,8/10/2022
165,HP Smart Watches Model-444,Electronics,Smart Watches,Hp,1873.77,838.03,2264,4.1,3855,FALSE,8/16/2025
166,Xiaomi Smart Watches Model-557,Electronics,Smart Watches,Xiaomi,199.96,123.34,3418,4.8,2969,TRUE,2/23/2024
167,LG Smart Watches Model-980,Electronics,Smart Watches,Lg,2434.35,1157.78,2888,4.3,1267,TRUE,11/8/2019
168,Sony Smart Watches Model-438,Electronics,Smart Watches,Sony,860.96,586.71,4512,4.6,3434,FALSE,8/24/2025
169,Samsung Smart Watches Model-603,Electronics,Smart Watches,Samsung,420.63,269.89,1391,4.6,3934,TRUE,12/19/2025
170,Huawei Smart Watches Model-879,Electronics,Smart Watches,Huawei,2817.41,1843.3,3507,3.3,1327,TRUE,12/31/2025
171,HP Smart Watches Model-794,Electronics,Smart Watches,Hp,2486.79,1646.32,4618,4,1164,TRUE,7/6/2021
172,Lenovo Smart Watches Model-138,Electronics,Smart Watches,Lenovo,1703.7,905.17,482,3.9,734,TRUE,5/25/2025
173,Apple Smart Watches Model-389,Electronics,Smart Watches,Apple,4707.31,2085.58,4622,4.3,3848,TRUE,6/25/2021
174,Lenovo Smart Watches Model-824,Electronics,Smart Watches,Lenovo,1710.14,1193.6,4982,4.7,3072,TRUE,9/28/2022
175,Sony Smart Watches Model-527,Electronics,Smart Watches,Sony,3078.98,1296.55,1071,4.3,1372,TRUE,1/15/2022
176,Samsung Smart Watches Model-244,Electronics,Smart Watches,Samsung,2560.5,1041.42,2015,3,3339,TRUE,10/10/2019
177,Lenovo Smart Watches Model-638,Electronics,Smart Watches,Lenovo,2998.1,1645.38,3676,2.9,1470,FALSE,12/1/2022
178,Canon Smart Watches Model-293,Electronics,Smart Watches,Canon,4466.58,2669.69,4158,2.6,838,TRUE,5/24/2024
179,Apple Smart Watches Model-924,Electronics,Smart Watches,Apple,4024.2,2073.98,2008,3,1895,TRUE,8/28/2024
180,Xiaomi Smart Watches Model-188,Electronics,Smart Watches,Xiaomi,1466.46,819.37,2468,3.1,3521,TRUE,1/10/2021
181,Samsung Smart Watches Model-303,Electronics,Smart Watches,Samsung,3156,1344.93,3860,4.8,4426,TRUE,10/10/2020
182,Apple Smart Watches Model-346,Electronics,Smart Watches,Apple,166.76,113.22,3977,4.3,3384,FALSE,2/18/2024
183,Dell Smart Watches Model-973,Electronics,Smart Watches,Dell,2280.05,1196.59,3736,3.4,2925,TRUE,5/8/2022
184,Xiaomi Smart Watches Model-159,Electronics,Smart Watches,Xiaomi,3091.23,1429.41,4130,2.8,2710,TRUE,4/7/2021
185,Xiaomi Smart Watches Model-839,Electronics,Smart Watches,Xiaomi,3859.87,1672.53,413,2.8,1673,TRUE,3/2/2023
186,LG Smart Watches Model-150,Electronics,Smart Watches,Lg,1182.85,663.82,1108,3,2043,TRUE,4/27/2026
187,Apple Smart Watches Model-795,Electronics,Smart Watches,Apple,1036.82,646.52,572,3.3,4260,TRUE,10/9/2022
188,Samsung Smart Watches Model-246,Electronics,Smart Watches,Samsung,2327.91,1194.11,142,3.6,3461,TRUE,4/29/2023
189,Huawei Gaming Consoles Model-427,Electronics,Gaming Consoles,Huawei,3589.33,2116.53,1010,4.4,2432,TRUE,9/7/2024
190,Dell Gaming Consoles Model-209,Electronics,Gaming Consoles,Dell,2190.53,1489.04,3441,4.9,4607,TRUE,11/10/2021
191,Sony Gaming Consoles Model-999,Electronics,Gaming Consoles,Sony,2271.3,1477.67,4742,3.6,446,TRUE,7/16/2025
192,Huawei Gaming Consoles Model-680,Electronics,Gaming Consoles,Huawei,277.86,138.42,3915,4.8,2825,TRUE,5/18/2019
193,Sony Gaming Consoles Model-916,Electronics,Gaming Consoles,Sony,1152.16,728.74,2959,3.8,1689,FALSE,3/7/2024
194,Apple Gaming Consoles Model-659,Electronics,Gaming Consoles,Apple,812.43,369.02,2166,3.8,4582,TRUE,8/20/2025
195,Canon Gaming Consoles Model-407,Electronics,Gaming Consoles,Canon,4769.05,3095.33,2934,4.9,3146,TRUE,1/3/2026
196,Canon Gaming Consoles Model-823,Electronics,Gaming Consoles,Canon,345.43,210.75,2263,3.3,3224,TRUE,5/7/2022
197,HP Gaming Consoles Model-429,Electronics,Gaming Consoles,Hp,1264.59,560.61,4785,2.5,2112,TRUE,2/26/2023
198,Sony Gaming Consoles Model-259,Electronics,Gaming Consoles,Sony,1522.76,1056.02,4311,3.4,4410,TRUE,9/14/2022
199,Huawei Gaming Consoles Model-109,Electronics,Gaming Consoles,Huawei,2473.62,1573.81,4113,4,3998,TRUE,7/4/2019
200,Apple Gaming Consoles Model-408,Electronics,Gaming Consoles,Apple,4467.52,2290.61,356,4.4,1871,FALSE,6/30/2024
201,Sony Gaming Consoles Model-451,Electronics,Gaming Consoles,Sony,3796.26,2547.71,1050,4.8,228,TRUE,6/22/2022
202,Apple Gaming Consoles Model-828,Electronics,Gaming Consoles,Apple,2312.52,947.52,4057,3.1,3468,TRUE,10/13/2021
203,Apple Gaming Consoles Model-326,Electronics,Gaming Consoles,Apple,2073.89,1242.44,103,4.4,4812,TRUE,12/26/2019
204,HP Gaming Consoles Model-458,Electronics,Gaming Consoles,Hp,4427.36,2410.39,1453,3.7,2364,TRUE,8/21/2024
205,LG Gaming Consoles Model-878,Electronics,Gaming Consoles,Lg,4347.33,2471.3,3273,3.7,4113,TRUE,1/5/2020
206,Xiaomi Gaming Consoles Model-533,Electronics,Gaming Consoles,Xiaomi,3403.48,2287.75,3205,3.8,4162,TRUE,11/24/2022
207,Xiaomi Gaming Consoles Model-212,Electronics,Gaming Consoles,Xiaomi,3716.15,2258.57,2988,4.6,3411,TRUE,9/22/2023
208,HP Gaming Consoles Model-696,Electronics,Gaming Consoles,Hp,2802.79,1870.71,353,3.9,3445,TRUE,5/9/2023
209,Huawei Gaming Consoles Model-114,Electronics,Gaming Consoles,Huawei,2042.59,1026.38,3035,3.3,3385,TRUE,10/21/2019
210,LG Gaming Consoles Model-442,Electronics,Gaming Consoles,Lg,1043.18,547.25,1539,3,2136,TRUE,11/2/2019
211,Lenovo Gaming Consoles Model-504,Electronics,Gaming Consoles,Lenovo,751.47,437.43,551,4,667,TRUE,3/11/2026
212,HP Gaming Consoles Model-561,Electronics,Gaming Consoles,Hp,4518.67,2953.85,2555,3.9,3177,FALSE,3/16/2025
213,Huawei Gaming Consoles Model-684,Electronics,Gaming Consoles,Huawei,2632.72,1648.34,4157,4.1,3345,TRUE,12/16/2019
214,Canon Gaming Consoles Model-329,Electronics,Gaming Consoles,Canon,2130.04,889.37,1327,3.7,417,TRUE,4/19/2021
215,HP Gaming Consoles Model-950,Electronics,Gaming Consoles,Hp,2857.81,1991.23,1478,4.4,4615,TRUE,9/25/2023
216,Huawei Gaming Consoles Model-104,Electronics,Gaming Consoles,Huawei,674.4,460.2,1098,3.7,3320,TRUE,3/29/2020
217,Dell Gaming Consoles Model-210,Electronics,Gaming Consoles,Dell,1958.36,1225.82,741,3.9,4115,FALSE,9/25/2021
218,Dell Gaming Consoles Model-767,Electronics,Gaming Consoles,Dell,4981.01,2017.78,4293,3.4,2833,TRUE,5/10/2023
219,Samsung Gaming Consoles Model-253,Electronics,Gaming Consoles,Samsung,2106.11,952.24,98,3.5,2853,FALSE,4/10/2024
220,Louis Vuitton Men Clothing Model-482,Fashion,Men Clothing,Louis Vuitton,2456.76,1271.32,2370,2.9,4980,TRUE,9/23/2019
221,Nike Men Clothing Model-108,Fashion,Men Clothing,Nike,3998.3,2604.61,289,3,1305,FALSE,4/12/2021
222,Nike Men Clothing Model-230,Fashion,Men Clothing,Nike,1097.83,540.75,4290,2.9,3641,TRUE,4/10/2023
223,H&M Men Clothing Model-432,Fashion,Men Clothing,H&M,3743.27,1640.29,1878,4.5,3384,TRUE,4/19/2020
224,Zara Men Clothing Model-348,Fashion,Men Clothing,Zara,74.2,48.27,4424,2.5,3516,TRUE,9/1/2024
