item_id,order_id,product_id,quantity,unit_price,item_discount,total_price
136,51,348,2,2251.78,0,4503.56
137,51,660,4,4591.91,27.15,18340.49
138,52,1147,1,1147.22,0,1147.22
139,52,781,1,393.68,0,393.68
140,53,1287,1,1406.38,77.4,1328.98
141,53,291,2,4336.53,0,8673.06
142,53,633,1,2531.58,39.69,2491.89
143,53,280,1,310.82,0,310.82
144,53,54,3,3346.58,854.65,9185.09
145,53,290,1,460.48,0,460.48
146,54,614,1,3331.86,0,3331.86
147,54,58,3,3192.23,0,9576.69
148,54,1017,3,2464.01,0,7392.03
149,55,1237,1,2917.3,0,2917.3
150,55,874,1,3265.04,150.78,3114.26
151,55,159,1,3651.52,79.8,3571.72
152,55,1295,1,3975.6,0,3975.6
153,56,1260,1,4788.17,0,4788.17
154,56,996,1,3029.01,752.98,2276.03
155,57,986,2,4254.35,0,8508.7
156,57,1388,1,454.1,0,454.1
157,57,40,1,3151.7,160.96,2990.74
158,58,645,1,4243.45,0,4243.45
159,59,409,2,1870.72,0,3741.44
160,59,537,2,551.82,0,1103.64
161,59,1449,1,1735.85,195.01,1540.84
162,59,184,1,3091.23,0,3091.23
163,59,324,1,4149.15,0,4149.15
164,59,1129,1,2137.32,0,2137.32
165,60,1031,2,184.67,0,369.34
166,60,742,1,2916.37,585.7,2330.67
167,60,577,1,473.79,0,473.79
168,61,280,1,310.82,69.25,241.57
169,61,140,2,1622.81,0,3245.62
170,61,1418,2,4464.71,763.1,8166.32
171,62,79,2,4901.8,1393.55,8410.05
172,62,804,1,413.96,23.16,390.8
173,63,703,1,2181.79,0,2181.79
174,63,1196,1,3625.24,409.26,3215.98
175,63,60,1,1569.92,271.56,1298.36
176,63,237,1,4794.45,0,4794.45
177,64,928,1,3060.15,731.29,2328.86
178,64,1479,1,3389.02,33.35,3355.67
179,65,1062,3,3349.31,793.81,9254.12
180,65,727,1,1750.9,0,1750.9
181,65,642,1,2202.04,308.36,1893.68
182,65,1370,2,710.72,0,1421.44
183,66,1239,3,1748.71,0,5246.13
184,66,709,2,4966.87,0,9933.74
185,66,778,1,3717.51,0,3717.51
186,66,714,1,2781.06,645.56,2135.5
187,66,241,5,92.11,0,460.55
188,67,1374,3,1961.31,0,5883.93
189,67,153,1,4657.86,0,4657.86
190,68,1451,1,3269.26,791.04,2478.22
191,68,792,1,3431.29,0,3431.29
192,68,836,2,4126.32,0,8252.64
193,68,1445,3,2123.8,0,6371.4
194,68,161,1,2133.42,0,2133.42
195,69,647,1,3611.08,0,3611.08
196,70,1078,2,2711.22,0,5422.44
197,71,1370,1,710.72,59.41,651.31
198,71,383,2,4003.69,0,8007.38
199,72,1377,1,4641.35,0,4641.35
200,73,1440,2,621.74,0,1243.48
201,73,679,1,3684.25,0,3684.25
202,73,619,1,1315.94,0,1315.94
203,73,1187,1,3410.28,673.89,2736.39
204,73,274,1,3315.33,120.11,3195.22
205,73,652,3,3765.52,0,11296.56
206,74,1280,1,2485.03,0,2485.03
207,75,1321,1,2219.45,0,2219.45
208,75,358,1,4620.42,846.53,3773.89
209,75,1211,1,918.7,0,918.7
210,75,451,2,477.15,0,954.3
211,76,1288,1,1395.88,333.42,1062.46
212,77,844,1,1141.01,211.52,929.49
213,78,995,3,1119.26,3.56,3354.22
214,78,124,1,3225.22,0,3225.22
215,79,588,1,1833.87,0,1833.87
216,79,1158,1,3734.72,0,3734.72
217,79,388,1,4235.8,413.62,3822.18
218,79,963,5,2045.16,0,10225.8
219,80,1073,2,4300.46,0,8600.92
220,81,220,1,2456.76,0,2456.76
221,81,1471,3,2875.84,0,8627.52
222,81,180,1,1466.46,378.99,1087.47
223,81,828,2,922.16,0,1844.32
224,81,603,1,436.4,106.6,329.8
225,82,1097,1,1452.74,0,1452.74
226,82,1318,2,3606.4,0,7212.8
227,83,42,4,4688.67,839.54,17915.14
228,84,279,2,2721.8,692.5,4751.1
229,84,654,1,2403.83,0,2403.83
230,84,1310,1,3024.79,402.07,2622.72
231,84,1251,2,3647.31,0,7294.62
232,84,570,3,2505.54,304.58,7212.04
233,84,1105,2,4983.88,1001.59,8966.17
234,85,1291,3,855.67,0,2567.01
235,85,543,3,1919.45,0,5758.35
236,85,144,3,3716.5,482.65,10666.85
237,85,155,1,2898.29,0,2898.29
238,85,412,1,4176.79,0,4176.79
239,86,849,1,1784.53,0,1784.53
240,87,50,1,3588.54,0,3588.54
241,88,386,1,2121.32,0,2121.32
242,88,1391,1,102.2,0,102.2
243,88,620,1,1197.95,0,1197.95
244,89,1317,1,2166.56,382.73,1783.83
245,89,1325,1,3814.6,28.89,3785.71
246,90,1298,1,4538.12,0,4538.12
247,91,730,1,2375.48,0,2375.48
248,92,44,1,4808.98,0,4808.98
249,92,707,2,101.18,0,202.36
250,92,1156,1,4271.16,1027.29,3243.87
251,92,550,1,860.08,0,860.08
252,93,44,1,4808.98,0,4808.98
253,94,802,2,2559.53,134.7,4984.36
254,95,1197,1,3108.72,0,3108.72
255,96,1394,1,3904.81,0,3904.81
256,96,77,1,892.41,0,892.41
257,97,83,3,1245.39,0,3736.17
258,97,19,2,1321.6,0,2643.2
259,98,148,2,54.68,0,109.36
260,98,1397,1,2254.45,209.24,2045.21
261,98,408,2,2579.64,709.32,4449.96
262,98,1042,1,4976.55,0,4976.55
263,98,410,2,2183.6,0,4367.2
264,98,654,1,2403.83,0,2403.83
265,99,1148,1,94.16,0,94.16
266,99,353,1,1848.37,0,1848.37
267,100,1324,1,4716.94,0,4716.94
268,100,745,1,470.45,29.34,441.11
269,100,1099,1,4331.06,190.47,4140.59
270,100,861,1,358.07,0,358.07
271,101,803,1,1026.24,0,1026.24
272,101,1273,1,3879.99,0,3879.99
273,101,487,1,1817.41,383.69,1433.72
274,101,659,2,1837.56,493.74,3181.38
275,102,410,1,2183.6,0,2183.6
276,103,1200,1,2742.23,508.82,2233.41
277,104,330,2,2030.26,567.87,3492.65
278,104,694,1,2225.22,0,2225.22
279,104,659,1,1837.56,0,1837.56
280,105,498,2,2455.53,0,4911.06
281,105,1277,1,333.28,39.89,293.39
282,106,701,1,2181.73,0,2181.73
283,106,1483,1,2838.36,169.7,2668.66
284,106,506,1,347.76,0,347.76
285,106,183,1,2280.05,0,2280.05
286,107,128,1,2673.24,0,2673.24
287,107,55,2,227.55,0,455.1
288,108,12,3,362.34,0,1087.02
289,108,1168,4,385.42,9.91,1531.77
290,108,947,3,2526.16,2.89,7575.59
291,108,1207,1,3363.37,0,3363.37
292,109,258,2,545.49,0,1090.98
293,110,573,1,225.13,0,225.13
294,110,1183,1,706.11,0,706.11
295,110,980,1,2451.71,0,2451.71
296,110,30,2,4775.99,0,9551.98
297,110,466,5,3130.77,0,15653.85
298,110,482,4,53.28,0,213.12
299,111,835,1,3614.83,0,3614.83
300,111,862,1,4031.06,0,4031.06
301,111,947,2,2526.16,725.93,4326.39
302,111,1182,1,2238.89,0,2238.89
303,112,112,1,459.05,0,459.05
304,112,600,1,1813.94,0,1813.94
305,112,1009,5,1097.24,0,5486.2
306,113,274,2,3315.33,0,6630.66
307,113,1221,2,1259.5,251.89,2267.11
308,113,1347,2,304.39,62.08,546.7
309,114,819,1,2821.58,353.9,2467.68
310,114,1222,1,685.96,96.29,589.67
311,114,1221,2,1259.5,0,2519
312,114,100,1,2824.36,83.68,2740.68
313,114,629,1,4045.17,0,4045.17
314,114,115,4,254.63,54.74,963.78
315,115,533,1,183.98,0,183.98
316,115,298,1,2887.33,0,2887.33
317,115,639,2,882.57,0,1765.14
318,116,802,1,2559.53,348.38,2211.15
319,116,87,1,1825.42,0,1825.42
320,116,609,1,2718.32,0,2718.32
321,116,395,1,4807.54,0,4807.54
322,116,1072,1,949.29,0,949.29
323,117,310,1,2158.56,203.38,1955.18
324,118,111,1,2747,0,2747
325,118,328,1,4698.88,0,4698.88
326,118,921,1,4932.7,0,4932.7
327,118,1045,1,1410.05,294.75,1115.3
328,119,955,2,726.59,0,1453.18
329,119,1103,4,4706.34,0,18825.36
330,119,543,1,1919.45,0,1919.45
331,119,1373,1,3874.88,0,3874.88
332,119,827,1,2088.22,224.6,1863.62
333,119,44,1,4808.98,0,4808.98
334,120,503,2,4474.63,0,8949.26
335,121,1181,1,4244.8,1019.79,3225.01
336,121,1439,1,566.05,0,566.05
337,121,479,2,4763.84,568.89,8958.79
338,121,1159,1,2542.8,0,2542.8
339,121,1474,2,1027.88,0,2055.76
340,122,1143,2,2519.92,0,5039.84
341,123,572,1,532.78,0,532.78
342,124,269,2,4065.41,0,8130.82
343,124,1036,4,224.02,0,896.08
344,125,376,2,4568.3,0,9136.6
345,125,629,1,4045.17,0,4045.17
346,125,895,1,2785.88,505.68,2280.2
347,125,167,1,2434.35,0,2434.35
348,126,509,1,3710.85,241.56,3469.29
349,127,478,1,1659.17,0,1659.17
350,127,638,1,2435.37,0,2435.37
351,128,629,1,4045.17,1002.43,3042.74
352,128,608,1,4457.86,605.39,3852.47
353,128,760,1,2787.72,0,2787.72
354,128,961,2,984.31,0,1968.62
355,129,183,1,2280.05,0,2280.05
356,129,546,1,3302.7,599.91,2702.79
357,130,499,1,2330.7,54.61,2276.09
358,130,585,1,435.73,0,435.73
359,130,263,2,3400.11,0,6800.22
360,130,526,3,3321.19,0,9963.57
361,130,301,1,3507.98,0,3507.98
362,131,1050,1,1428.82,0,1428.82
363,132,1261,1,4704.23,606.89,4097.34
364,133,764,1,4390.05,0,4390.05
365,133,1478,1,4022.43,0,4022.43
366,133,982,1,131.29,0,131.29
367,134,1119,1,3063.67,0,3063.67
368,134,902,1,303.37,0,303.37
369,134,1076,1,2484.88,662.46,1822.42
370,135,1077,2,2075.85,226.45,3925.25
371,135,270,1,366.66,107.19,259.47
372,135,92,1,4216.05,494.66,3721.39
373,135,137,1,2662.08,563.83,2098.25
374,135,785,1,2798.64,0,2798.64
375,136,1274,1,3162.95,0,3162.95
376,136,626,1,3371.66,0,3371.66
377,136,704,1,2880.06,380.17,2499.89
378,136,780,2,4636.12,0,9272.24
379,136,882,1,3111.34,120.9,2990.44
380,136,933,3,4463.77,0,13391.31
381,137,625,1,1884.95,0,1884.95
382,137,1062,2,3349.31,331.67,6366.95
383,137,1043,1,2812.07,0,2812.07
384,138,114,1,330.44,0,330.44
385,138,818,1,2504.93,0,2504.93
386,139,1404,1,2022.18,0,2022.18
387,139,703,3,2181.79,234.93,6310.44
388,140,683,2,2315.19,0,4630.38
389,140,491,1,2468.95,0,2468.95
390,140,1363,3,1310.39,0,3931.17
391,141,793,1,1500.92,0,1500.92
392,142,1099,2,4331.06,434.11,8228.01
393,142,476,2,2464.19,0,4928.38
394,142,1074,1,4790.63,0,4790.63
395,143,676,1,2182.82,0,2182.82
396,144,136,1,4448.15,1077.75,3370.4
397,145,1168,1,385.42,0,385.42
398,145,1335,1,3801.05,0,3801.05
399,146,1102,2,4261.21,0,8522.42
400,146,377,2,2270.89,0,4541.78
401,146,334,1,2420.92,0,2420.92
402,146,59,1,4691.99,0,4691.99
403,146,409,2,1870.72,0,3741.44
404,146,1452,1,2772.15,0,2772.15
405,147,1379,2,470.14,0,940.28
406,147,669,1,3264.13,0,3264.13
407,147,1044,2,135.61,23.61,247.61
408,148,187,2,1036.82,68.22,2005.42
409,148,887,1,4643.31,0,4643.31
410,148,352,1,317.94,6.79,311.15
411,149,1310,2,3024.79,0,6049.58
412,150,809,1,1171.23,0,1171.23
413,151,701,3,2181.73,0,6545.19
414,152,8,1,2949.59,19.99,2929.6
415,152,751,2,3612.12,725.75,6498.49
416,152,793,1,1500.92,0,1500.92
417,152,963,5,2045.16,0,10225.8
418,152,1235,1,4474.89,620.06,3854.83
419,152,1312,1,4670.36,0,4670.36
420,153,1251,1,3647.31,0,3647.31
421,153,1301,4,4667.23,0,18668.92
422,153,1437,1,2127.31,0,2127.31
423,153,888,1,1664.15,0,1664.15
424,154,722,1,2396.46,0,2396.46
425,155,1350,2,1331.75,0,2663.5
426,155,1217,2,3189.66,466.65,5912.67
427,156,1244,4,4255.54,1027.39,15994.77
428,156,1294,1,4229.75,0,4229.75
429,156,150,1,944.36,0,944.36
430,156,395,1,4807.54,220.58,4586.96
431,157,862,1,4031.06,384.21,3646.85
432,158,87,1,1825.42,98.21,1727.21
433,158,1361,2,2586.58,607.62,4565.54
434,158,102,1,4936.21,0,4936.21
435,158,22,3,4687.92,0,14063.76
436,159,945,2,1389.56,144.83,2634.29
437,159,604,1,4925.3,711.58,4213.72
438,160,1059,2,372.62,107.33,637.91
439,161,409,1,1870.72,0,1870.72
440,161,553,1,4354.96,0,4354.96
441,162,293,1,3831.45,0,3831.45
442,163,1080,2,785.47,211.78,1359.16
443,164,949,1,1753.68,0,1753.68
444,164,138,2,815.49,0,1630.98
445,164,311,1,3715.25,0,3715.25
446,165,1488,1,2362.75,37.62,2325.13
447,166,313,1,4204.26,532.56,3671.7
448,167,126,2,3505.93,0,7011.86
449,168,797,2,2194.19,0,4388.38
450,168,384,1,2378.36,0,2378.36
451,168,1242,2,3349.52,1000.19,5698.85
452,169,25,1,4520.75,0,4520.75
453,169,699,1,2865.12,0,2865.12
454,169,1317,5,2166.56,466.87,10365.93
455,169,243,2,1924.28,0,3848.56
456,169,295,2,1807.84,411.16,3204.52
457,169,803,2,1026.24,0,2052.48
458,170,388,2,4235.8,1240.31,7231.29
459,171,1022,1,1661.16,190.82,1470.34
460,171,1124,1,4127.04,0,4127.04
461,171,1366,1,2542.92,167.64,2375.28
462,172,1181,1,4244.8,0,4244.8
463,172,920,2,1091.81,27.83,2155.79
464,173,820,1,877.6,0,877.6
465,173,1129,3,2137.32,557.91,5854.05
466,173,1081,3,551.05,0,1653.15
467,173,1251,3,3647.31,0,10941.93
468,174,589,3,77.92,0,233.76
469,174,1119,1,3063.67,0,3063.67
470,174,473,2,58.94,0,117.88
471,175,375,1,3461.11,0,3461.11
472,175,1313,1,208.32,0,208.32
473,175,1437,3,2127.31,0,6381.93
474,175,562,2,2119.23,0,4238.46
475,175,688,3,553.16,0,1659.48
476,176,1186,1,839.67,0,839.67
477,177,423,1,508.04,0,508.04
478,177,241,1,92.11,13.88,78.23
479,177,1396,1,2656.7,0,2656.7
480,178,635,1,2444.96,0,2444.96
481,179,1327,1,3707.88,49.38,3658.5
482,179,1266,2,2417.09,0,4834.18
483,179,559,2,4847.96,0,9695.92
484,180,1061,1,3477.22,0,3477.22
485,180,111,1,2747,0,2747
486,181,833,2,4094.56,0,8189.12
487,181,260,2,1798.72,458.76,3138.68
488,181,928,1,3060.15,844.31,2215.84
489,182,832,1,3934.73,0,3934.73
490,183,971,3,352.26,70.79,985.99
491,183,93,3,3922.95,0,11768.85
492,183,1170,1,4747.51,0,4747.51
493,183,105,2,1421.74,0,2843.48
494,184,366,1,521.9,0,521.9
495,185,434,2,4052.35,1.96,8102.74
496,185,1100,3,4719.33,0,14157.99
497,185,1290,2,662.23,0,1324.46
498,186,403,2,206.93,0,413.86
499,186,1290,1,662.23,0,662.23
500,186,394,2,1889.51,0,3779.02
501,186,1270,1,3470.78,0,3470.78
502,186,462,1,3521.98,769,2752.98
503,186,1169,2,4675.13,0,9350.26
504,187,1394,4,3904.81,0,15619.24
505,187,644,1,4762.09,0,4762.09
506,188,837,1,2250.61,0,2250.61
507,188,247,1,2219.95,0,2219.95
508,189,587,2,2061.34,0,4122.68
509,189,808,1,3805.54,0,3805.54
510,189,516,1,4889.11,0,4889.11
511,189,130,1,838.45,0,838.45
512,190,1453,1,1231.69,0,1231.69
513,191,1338,2,4218.13,190.04,8246.22
514,192,1418,1,4464.71,457.5,4007.21
515,192,67,2,902.9,0,1805.8
516,192,1364,1,2748.04,0,2748.04
517,192,47,1,4595.6,76.98,4518.62
518,193,1399,2,3662.27,0,7324.54
519,194,78,2,535.72,112.81,958.63
520,194,81,2,3404.1,105.67,6702.53
521,194,1322,1,2080.77,0,2080.77
522,194,1313,1,208.32,0,208.32
523,194,26,1,4672.01,400.4,4271.61
524,194,1350,1,1331.75,0,1331.75
525,195,330,1,2030.26,0,2030.26
526,196,148,1,54.68,0,54.68
527,196,1446,1,2598.88,0,2598.88
528,197,1295,1,3975.6,0,3975.6
529,197,781,1,393.68,0,393.68
530,198,1121,1,3828.52,0,3828.52
531,198,462,2,3521.98,0,7043.96
532,199,1213,2,3148.63,0,6297.26
533,200,412,2,4176.79,0,8353.58
534,200,627,1,1198.21,0,1198.21
535,200,750,1,863.64,0,863.64
536,200,1099,2,4331.06,0,8662.12
537,200,1296,1,1859.47,283.41,1576.06
538,201,822,3,2944.09,0,8832.27
539,201,72,1,4902.9,0,4902.9
540,202,77,1,892.41,0,892.41
541,202,559,2,4847.96,0,9695.92
542,202,1208,1,1894.36,0,1894.36
543,202,223,3,3743.27,521.02,10708.79
544,202,1340,2,1415.81,0,2831.62
545,203,1485,3,2657.91,298.26,7675.47
546,203,1243,2,3139.81,0,6279.62
547,203,664,1,4422.42,0,4422.42
548,203,932,1,281.19,0,281.19
549,203,789,1,4247.11,0,4247.11
550,203,1162,1,3073.25,0,3073.25
551,204,265,2,2825.23,618.29,5032.17
552,204,155,1,2898.29,0,2898.29
553,204,1296,2,1859.47,0,3718.94
554,205,1346,4,3008.74,0,12034.96
555,206,491,2,2468.95,0,4937.9
556,206,1066,1,504.67,44.78,459.89
557,207,1325,2,3814.6,0,7629.2
558,207,422,3,1816.94,0,5450.82
559,208,731,2,4083.31,409.92,7756.7
560,209,548,2,2975.2,0,5950.4
561,210,1252,1,3521.56,0,3521.56
562,210,519,2,25,6.15,43.85
563,210,1486,4,3387.72,0,13550.88
564,211,667,1,1108.89,318.14,790.75
565,212,902,3,303.37,0,910.11
566,213,1428,3,3859.83,0,11579.49
567,214,59,1,4691.99,0,4691.99
568,214,181,3,3156,713.69,8754.31
569,215,573,1,225.13,0,225.13
570,215,1147,1,1147.22,0,1147.22
571,215,1115,5,2287.31,343.25,11093.3
572,216,635,1,2444.96,0,2444.96
573,216,1157,2,3462.21,0,6924.42
574,216,670,2,2591.63,0,5183.26
575,217,580,3,1995.04,0,5985.12
576,217,769,2,3442.18,0,6884.36
577,218,1162,1,3073.25,0,3073.25
578,218,1019,2,2036.46,0,4072.92
579,219,767,1,4660.11,0,4660.11
580,220,1301,1,4667.23,0,4667.23
581,221,1088,1,1068.82,0,1068.82
582,221,1401,1,2647.85,482.36,2165.49
583,221,823,1,2522.87,0,2522.87
584,221,112,1,459.05,0,459.05
585,222,268,3,1747.77,351.01,4892.3
586,222,1327,1,3707.88,0,3707.88
587,222,1076,1,2484.88,0,2484.88
588,223,693,1,4707.96,0,4707.96
589,223,1153,3,1222.31,0,3666.93
590,223,296,1,747.32,0,747.32
591,224,946,1,3816.42,0,3816.42
592,224,1268,1,1404.25,0,1404.25
593,225,1476,1,1467.03,0,1467.03
594,225,1381,1,2821.82,253.7,2568.12
595,225,200,1,4467.52,0,4467.52
596,225,1466,1,4444.97,684.98,3759.99
597,225,790,1,4736.59,0,4736.59
598,225,367,1,2851.65,30.83,2820.82
599,226,382,1,134.53,0,134.53
600,226,834,1,3015.42,0,3015.42
601,227,1002,5,88.96,1.29,443.51
602,228,1079,1,1350.68,0,1350.68
603,229,534,1,836.93,0,836.93
604,229,778,1,3717.51,0,3717.51
605,230,327,2,1293.21,332.72,2253.7
606,230,527,1,179.24,0,179.24
607,230,683,1,2315.19,146.73,2168.46
608,230,1156,1,4271.16,1047.05,3224.11
609,230,994,1,3192.25,0,3192.25
610,230,409,1,1870.72,0,1870.72
611,231,1391,2,102.2,0,204.4
612,231,586,2,296.58,0,593.16
613,232,1218,1,3320.16,407.61,2912.55
614,233,730,1,2375.48,426.91,1948.57
615,233,1201,2,4143.41,0,8286.82
616,233,279,1,2721.8,0,2721.8
617,234,170,1,2817.41,0,2817.41
618,234,861,1,358.07,0,358.07
619,234,251,1,1360.02,0,1360.02
620,234,121,1,1662.22,112.36,1549.86
621,234,1393,2,852.82,0,1705.64
622,235,867,2,3310.87,0,6621.74
623,236,1417,1,1676.9,0,1676.9
624,236,1086,1,3116.18,0,3116.18
625,237,273,1,1896.58,148.7,1747.88
626,237,561,1,2528.12,0,2528.12
627,237,249,2,2457.01,0,4914.02
628,237,1407,1,3196.7,0,3196.7
629,238,346,2,3390.38,704.56,6076.2
630,238,313,1,4204.26,0,4204.26
631,238,938,1,2073.99,0,2073.99
632,238,46,1,2371.04,399.16,1971.88
633,238,758,1,2498.23,0,2498.23
634,239,122,2,2780.04,601.2,4958.88
635,239,1331,1,871.84,0,871.84
636,239,807,1,4506.63,0,4506.63
637,240,1024,1,607.83,30.35,577.48
638,241,1083,3,792.25,110.59,2266.16
639,242,440,1,4268.87,0,4268.87
640,242,1279,1,1611.77,0,1611.77
641,242,599,1,794.92,0,794.92
642,242,365,1,2329.59,0,2329.59
643,243,634,2,4700.14,0,9400.28
644,243,61,1,1985.46,0,1985.46
645,243,77,1,892.41,135.87,756.54
646,244,1277,3,333.28,0,999.84
647,245,1095,2,979.84,0,1959.68
648,245,737,3,4361.21,642.16,12441.47
649,246,1204,2,3522.12,930.59,6113.65
650,246,642,1,2202.04,0,2202.04
651,246,899,2,3535.34,308.54,6762.14
652,246,123,1,2207.74,0,2207.74
653,247,140,1,1622.81,380.58,1242.23
654,247,89,2,2750.83,0,5501.66
655,247,715,1,2054.64,60.1,1994.54
656,247,554,1,4514.05,1084.34,3429.71
657,247,1352,2,4823.43,0,9646.86
658,247,768,1,616.28,0,616.28
659,248,359,1,3986.84,0,3986.84
660,249,1004,1,4014.04,0,4014.04
661,250,1298,2,4538.12,0,9076.24
662,250,172,1,1703.7,361.46,1342.24
663,250,1218,2,3320.16,0,6640.32
664,250,1050,1,1428.82,0,1428.82
665,250,125,1,2499.27,375.52,2123.75
666,251,17,1,1236.31,0,1236.31
667,251,1164,1,299.04,85.76,213.28
668,251,1155,2,2416.66,0,4833.32
669,251,593,1,45.6,0,45.6
670,252,586,1,296.58,0,296.58
671,252,553,1,4354.96,0,4354.96
672,253,1018,1,2751.33,87.3,2664.03
673,253,1243,1,3139.81,791.01,2348.8
674,254,414,1,3747.01,0,3747.01
675,254,621,2,1630.51,0,3261.02
676,254,1126,1,553.6,95.5,458.1
